vertical_code,vertical_name,rank,company_name,company_key,acquiring_likelihood_score,confidence,signals,evidence_count,osm_type,osm_id,lat,lon,website,phone,address,source_tags_json
5600-5699,Clothing Stores,15,Tereza's Greek Concept Store,tereza s greek concept store,100,high,"brand,operator,website,phone,opening_hours,address",1,node,7726902854,37.1047229,25.3766794,https://www.terezaofnaxos.com,+302285022210,"Chora Naxou, Faraggas Area 84300 Naxos","{""addr:city"": ""Naxos"", ""addr:postcode"": ""84300"", ""addr:street"": ""Chora Naxou, Faraggas Area"", ""air_conditioning"": ""yes"", ""brand"": ""Tereza of Naxos"", ""clothes"": ""women"", ""contact:facebook"": ""https://www.facebook.com/terezaofnaxos"", ""email"": ""info@terezaofnaxos.com"", ""image"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fb/d9/33/the-bored-husband-waiting.jpg?w=1200&h=-1&s=1"", ""internet_access"": ""wlan"", ""name"": ""Tereza's Greek Concept Store"", ""opening_hours"": ""Mo-Su 10:00-22:00"", ""operator"": ""www.terezaofnaxos.com"", ""payment:cash"": ""yes"", ""payment:contactless"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+302285022210"", ""shop"": ""clothes"", ""website"": ""https://www.terezaofnaxos.com"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,16,Reebok,reebok,100,high,"brand,website,phone,opening_hours,address",1,node,5427472207,37.9864258,23.9109632,mcarthurglen.com,21 0663 8035,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""brand"": ""Reebok"", ""brand:wikidata"": ""Q466183"", ""name"": ""Reebok"", ""opening_hours"": ""Mo-Sa 10:00-21:00; Sa 11:00-20:00"", ""phone"": ""21 0663 8035"", ""shop"": ""clothes"", ""website"": ""mcarthurglen.com""}"
5600-5699,Clothing Stores,17,HAT SHOP ΧΡΥΣΑΦΟΥΔΗ,hat shop,100,high,"operator,website,phone,opening_hours,address,cards_enabled,scheme_support",1,node,8319962378,37.9786601,23.7365403,https://www.hat-shop.gr,+30 2114 177 808,Ακαδημίας 29 10671 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""10671"", ""addr:street"": ""\u0391\u03ba\u03b1\u03b4\u03b7\u03bc\u03af\u03b1\u03c2"", ""air_conditioning"": ""yes"", ""clothes"": ""hats"", ""currency:EUR"": ""yes"", ""image"": ""https://www.hat-shop.gr/img/front.jpg"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""level"": ""0"", ""name"": ""HAT SHOP \u03a7\u03a1\u03a5\u03a3\u0391\u03a6\u039f\u03a5\u0394\u0397"", ""name:el"": ""HAT SHOP \u03a7\u03a1\u03a5\u03a3\u0391\u03a6\u039f\u03a5\u0394\u0397"", ""name:en"": ""HAT SHOP Chrysafoudi"", ""opening_hours"": ""Tu,Th,Fr 10:00-20:00; Mo,We,Sa 10:00-17:00; PH off"", ""operator"": ""https://www.openstreetmap.org/user/chrysafoudis"", ""payment:cards"": ""yes"", ""payment:cash"": ""yes"", ""payment:coins"": ""yes"", ""payment:contactless"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:jcb"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:nfc_mobile_payments"": ""yes"", ""payment:visa"": ""yes"", ""payment:visa_debit"": ""yes"", ""phone"": ""+30 2114 177 808"", ""shop"": ""clothes"", ""smoking"": ""no"", ""start_date"": ""2021-01-18"", ""website"": ""https://www.hat-shop.gr"", ""wheelchair"": ""yes""}"
5600-5699,Clothing Stores,18,Emmanuelle Silk,emmanuelle silk,100,high,"brand,operator,website,phone,address",1,way,1102906158,41.1190656,25.4033581,https://emmanuellesilk.com,+30 2531025035,Ερμού 32 691 00 Κομοτηνή,"{""addr:city"": ""\u039a\u03bf\u03bc\u03bf\u03c4\u03b7\u03bd\u03ae"", ""addr:housenumber"": ""32"", ""addr:postcode"": ""691 00"", ""addr:street"": ""\u0395\u03c1\u03bc\u03bf\u03cd"", ""brand"": ""Emmanuelle Silk"", ""building"": ""yes"", ""building:architecture"": ""neoclassical"", ""historic"": ""building"", ""name"": ""Emmanuelle Silk"", ""operator"": ""\u039c\u03b5\u03c4\u03b1\u03be\u03bf\u03c5\u03c1\u03b3\u03af\u03b1 \u03a4\u03c3\u03b9\u03b1\u03ba\u03af\u03c1\u03b7"", ""phone"": ""+30 2531025035"", ""shop"": ""fashion_accessories"", ""start_date"": ""2015"", ""website"": ""https://emmanuellesilk.com""}"
5600-5699,Clothing Stores,19,Above Joy,above joy,100,high,"brand,website,opening_hours,address,cards_enabled,scheme_support",1,node,9032839138,38.8344385,20.7092547,https://abovejoy.gr/,,Γουλιέλμου Δαίρπφελδ 13 31100 Λευκάδα,"{""addr:city"": ""\u039b\u03b5\u03c5\u03ba\u03ac\u03b4\u03b1"", ""addr:housenumber"": ""13"", ""addr:postcode"": ""31100"", ""addr:street"": ""\u0393\u03bf\u03c5\u03bb\u03b9\u03ad\u03bb\u03bc\u03bf\u03c5 \u0394\u03b1\u03af\u03c1\u03c0\u03c6\u03b5\u03bb\u03b4"", ""air_conditioning"": ""yes"", ""brand"": ""Above Joy"", ""clothes"": ""women"", ""currency:EUR"": ""yes"", ""description"": ""Handmade Happiness"", ""email"": ""info@abovejoy.gr"", ""name"": ""Above Joy"", ""opening_hours"": ""Mo-Sa 10:00-14:00,19:00-23:00; Su 19:00-23:00"", ""payment:cards"": ""yes"", ""payment:cash"": ""yes"", ""payment:contactless"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""shop"": ""clothes"", ""website"": ""https://abovejoy.gr/""}"
5600-5699,Clothing Stores,20,Princess of Fashion Περιστέρι,princess of fashion,97,high,"brand,operator,opening_hours,address,scheme_support",1,node,7606446860,38.0127741,23.6928755,,,Ηροδότου 34 12134 Περιστέρι,"{""addr:city"": ""\u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""addr:country"": ""GR"", ""addr:housenumber"": ""34"", ""addr:postcode"": ""12134"", ""addr:street"": ""\u0397\u03c1\u03bf\u03b4\u03cc\u03c4\u03bf\u03c5"", ""brand"": ""Princess of Fashion"", ""clothes"": ""women;fashion"", ""name"": ""Princess of Fashion \u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""operator"": ""Anthimos Kirlidis"", ""payment:account_cards"": ""yes"", ""payment:american_express"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:diners_club"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""payment:visa_debit"": ""yes"", ""payment:visa_electron"": ""yes"", ""shop"": ""clothes""}"
5600-5699,Clothing Stores,21,Teddy Wear,teddy wear,95,high,"operator,website,phone,opening_hours,address",1,node,3677946497,40.5805095,22.9505466,https://www.facebook.com/teddywear.gr,+30 6937 910773,Πασσαλίδη 56 55132 Καλαμαριά,"{""addr:city"": ""\u039a\u03b1\u03bb\u03b1\u03bc\u03b1\u03c1\u03b9\u03ac"", ""addr:country"": ""GR"", ""addr:housenumber"": ""56"", ""addr:postcode"": ""55132"", ""addr:street"": ""\u03a0\u03b1\u03c3\u03c3\u03b1\u03bb\u03af\u03b4\u03b7"", ""name"": ""Teddy Wear"", ""opening_hours"": ""Mo-Sa 09:00-21:00"", ""operator"": ""Chatzinikolaou Dimos"", ""phone"": ""+30 6937 910773"", ""shop"": ""clothes"", ""source"": ""geodata.gov.gr"", ""website"": ""https://www.facebook.com/teddywear.gr""}"
5600-5699,Clothing Stores,22,STOP personal protective equipment,stop personal protective equipment,95,high,"operator,website,phone,opening_hours,address",1,node,3965399969,37.9514679,23.6350436,https://www.stop.gr/,+30 210 4626800,Αναπαύσεως 2-4 18546 Πειραιάς,"{""addr:city"": ""\u03a0\u03b5\u03b9\u03c1\u03b1\u03b9\u03ac\u03c2"", ""addr:country"": ""GR"", ""addr:housenumber"": ""2-4"", ""addr:postcode"": ""18546"", ""addr:street"": ""\u0391\u03bd\u03b1\u03c0\u03b1\u03cd\u03c3\u03b5\u03c9\u03c2"", ""clothes"": ""workwear"", ""name"": ""STOP personal protective equipment"", ""opening_hours"": ""Mo,We 08:00-16:00; Tu,Th-Fr 08:00-20:00; Sa 08:00-15:00"", ""operator"": ""STOP \u0391.\u0395.\u0392.\u0395."", ""phone"": ""+30 210 4626800"", ""shop"": ""clothes"", ""website"": ""https://www.stop.gr/""}"
5600-5699,Clothing Stores,23,Minovioudis Diver swimwear,minovioudis diver swimwear,95,high,"operator,website,phone,opening_hours,address",1,way,499976123,38.0288247,23.7476517,https://www.diver.com.gr/,+302102524229,Τύρας 35 11142,"{""addr:housenumber"": ""35"", ""addr:postcode"": ""11142"", ""addr:street"": ""\u03a4\u03cd\u03c1\u03b1\u03c2"", ""building"": ""retail"", ""clothes"": ""swimwear;swimsuit;bathers;bikini"", ""name"": ""Minovioudis Diver swimwear"", ""opening_hours"": ""Mo-Fr 09:00-16:00"", ""operator"": ""DIVER Luxury Swimwear - \u039c\u03b7\u03bd\u03bf\u03b2\u03b9\u03bf\u03cd\u03b4\u03b7\u03c2 A. & \u03a3\u0399\u0391 \u039f.\u0395."", ""phone"": ""+302102524229"", ""shop"": ""clothes"", ""website"": ""https://www.diver.com.gr/""}"
5600-5699,Clothing Stores,24,Calliope Anemouli,calliope anemouli,95,high,"operator,website,phone,opening_hours,address",1,node,13614078502,40.6306851,22.9464971,https://calliope-anemouli.com,+302310220086,Γρηγορίου Παλαμά 1 54622 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""54622"", ""addr:street"": ""\u0393\u03c1\u03b7\u03b3\u03bf\u03c1\u03af\u03bf\u03c5 \u03a0\u03b1\u03bb\u03b1\u03bc\u03ac"", ""clothes"": ""wedding;fashion;women"", ""email"": ""contact@calliope-anemouli.com"", ""level"": ""1"", ""name"": ""Calliope Anemouli"", ""opening_hours"": ""Mo-Su 10:00-20:00"", ""operator"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03cc\u03c0\u03b7 \u0391\u03bd\u03b5\u03bc\u03bf\u03cd\u03bb\u03b7"", ""phone"": ""+302310220086"", ""shop"": ""clothes"", ""website"": ""https://calliope-anemouli.com""}"
5600-5699,Clothing Stores,25,Intimissimi,intimissimi,93,high,"brand,website,phone,address",25,node,5424881039,37.9846609,23.9126795,https://world.intimissimi.com/,21 0602 5941,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""brand"": ""Intimissimi"", ""brand:wikidata"": ""Q305404"", ""clothes"": ""underwear"", ""name"": ""Intimissimi"", ""phone"": ""21 0602 5941"", ""shop"": ""clothes"", ""website"": ""https://world.intimissimi.com/""}"
5600-5699,Clothing Stores,26,Calzedonia,calzedonia,93,high,"brand,website,phone,address",25,node,4682561234,37.0368037,22.1108259,https://gr.calzedonia.com/,2721 080051,Αριστομένους 44 24100 Καλαμάτα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03b1\u03bc\u03ac\u03c4\u03b1"", ""addr:housenumber"": ""44"", ""addr:postcode"": ""24100"", ""addr:street"": ""\u0391\u03c1\u03b9\u03c3\u03c4\u03bf\u03bc\u03ad\u03bd\u03bf\u03c5\u03c2"", ""brand"": ""Calzedonia"", ""brand:wikidata"": ""Q1027874"", ""brand:wikipedia"": ""en:Calzedonia"", ""description"": ""Lingerie Store"", ""name"": ""Calzedonia"", ""phone"": ""2721 080051"", ""shop"": ""clothes"", ""website"": ""https://gr.calzedonia.com/""}"
5600-5699,Clothing Stores,27,Orchestra,orchestra,93,high,"brand,website,phone,address",23,way,661291324,38.0450988,23.7571632,https://gr.shop-orchestra.com,2102773743,Ηρακλείου 326 14231 Νέα Ιωνία,"{""addr:city"": ""\u039d\u03ad\u03b1 \u0399\u03c9\u03bd\u03af\u03b1"", ""addr:housenumber"": ""326"", ""addr:postcode"": ""14231"", ""addr:street"": ""\u0397\u03c1\u03b1\u03ba\u03bb\u03b5\u03af\u03bf\u03c5"", ""brand"": ""Orchestra"", ""brand:wikidata"": ""Q28042940"", ""brand:wikipedia"": ""fr:Orchestra Pr\u00e9maman"", ""building"": ""yes"", ""clothes"": ""children"", ""name"": ""Orchestra"", ""phone"": ""2102773743"", ""shop"": ""clothes"", ""website"": ""https://gr.shop-orchestra.com""}"
5600-5699,Clothing Stores,28,Pink Woman,pink woman,93,high,"brand,website,phone,address",19,node,11451546230,37.9585824,23.7055344,https://www.pinkwoman-fashion.com/,2109517207,Ελευθερίου Βενιζέλου 102 17676 Καλλιθέα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03b8\u03ad\u03b1"", ""addr:housenumber"": ""102"", ""addr:postcode"": ""17676"", ""addr:street"": ""\u0395\u03bb\u03b5\u03c5\u03b8\u03b5\u03c1\u03af\u03bf\u03c5 \u0392\u03b5\u03bd\u03b9\u03b6\u03ad\u03bb\u03bf\u03c5"", ""brand"": ""Pink Woman"", ""brand:wikidata"": ""Q129912437"", ""clothes"": ""women"", ""name"": ""Pink Woman"", ""phone"": ""2109517207"", ""shop"": ""clothes"", ""website"": ""https://www.pinkwoman-fashion.com/""}"
5600-5699,Clothing Stores,29,Tezenis,tezenis,93,high,"brand,website,phone,address",15,node,5424881047,37.9852266,23.9122321,https://gr.tezenis.com/,21 0602 5942,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""brand"": ""Tezenis"", ""brand:wikidata"": ""Q28056374"", ""clothes"": ""underwear"", ""name"": ""Tezenis"", ""phone"": ""21 0602 5942"", ""shop"": ""clothes"", ""website"": ""https://gr.tezenis.com/""}"
5600-5699,Clothing Stores,30,Pull & Bear,pull bear,93,high,"brand,website,phone,address",14,node,9656319918,38.0125764,23.6944063,https://www.pullandbear.com/,+302105733222,Εθνικής Αντιστάσεως 4 12134 Περιστέρι,"{""addr:city"": ""\u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""12134"", ""addr:street"": ""\u0395\u03b8\u03bd\u03b9\u03ba\u03ae\u03c2 \u0391\u03bd\u03c4\u03b9\u03c3\u03c4\u03ac\u03c3\u03b5\u03c9\u03c2"", ""brand"": ""Pull & Bear"", ""brand:wikidata"": ""Q691029"", ""brand:wikipedia"": ""en:Pull&Bear"", ""name"": ""Pull & Bear"", ""phone"": ""+302105733222"", ""shop"": ""clothes"", ""website"": ""https://www.pullandbear.com/""}"
5600-5699,Clothing Stores,31,The Athlete's Foot,the athlete s foot,93,high,"brand,website,phone,address",8,node,5562880392,38.0126257,23.693705,https://www.theathletesfoot.gr/,+302167001801,Εθνικής Αντιστάσεως 12 Περιστέρι,"{""addr:city"": ""\u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""addr:housenumber"": ""12"", ""addr:street"": ""\u0395\u03b8\u03bd\u03b9\u03ba\u03ae\u03c2 \u0391\u03bd\u03c4\u03b9\u03c3\u03c4\u03ac\u03c3\u03b5\u03c9\u03c2"", ""brand"": ""The Athlete's Foot"", ""brand:wikidata"": ""Q7714792"", ""name"": ""The Athlete's Foot"", ""phone"": ""+302167001801"", ""shop"": ""shoes"", ""website"": ""https://www.theathletesfoot.gr/"", ""wheelchair"": ""limited""}"
5600-5699,Clothing Stores,32,Famous,famous,93,high,"brand,website,phone,address",8,node,10274412942,38.0358545,23.6940933,https://famous-shoes.gr/,+30 210 5062960,Πετρουπόλεως 87 Ίλιον,"{""addr:city"": ""\u038a\u03bb\u03b9\u03bf\u03bd"", ""addr:housenumber"": ""87"", ""addr:street"": ""\u03a0\u03b5\u03c4\u03c1\u03bf\u03c5\u03c0\u03cc\u03bb\u03b5\u03c9\u03c2"", ""brand"": ""Famous"", ""name"": ""Famous"", ""phone"": ""+30 210 5062960"", ""shop"": ""shoes"", ""website"": ""https://famous-shoes.gr/""}"
5600-5699,Clothing Stores,33,Terranova,terranova,93,high,"brand,website,phone,address",6,node,9656321376,38.0133568,23.6907301,https://www.terranovastyle.com/,+302105723575,Εθνικής Αντιστάσεως 42 12134 Περιστέρι,"{""addr:city"": ""\u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""addr:housenumber"": ""42"", ""addr:postcode"": ""12134"", ""addr:street"": ""\u0395\u03b8\u03bd\u03b9\u03ba\u03ae\u03c2 \u0391\u03bd\u03c4\u03b9\u03c3\u03c4\u03ac\u03c3\u03b5\u03c9\u03c2"", ""brand"": ""Terranova"", ""brand:wikidata"": ""Q93585264"", ""name"": ""Terranova"", ""phone"": ""+302105723575"", ""shop"": ""clothes"", ""website"": ""https://www.terranovastyle.com/""}"
5600-5699,Clothing Stores,34,Skechers,skechers,93,high,"brand,website,phone,address",6,node,6955055993,37.9573505,23.7044239,https://www.skechers.gr,2110136528,Ελευθερίου Βενιζέλου 141 17672 Καλλιθέα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03bb\u03b9\u03b8\u03ad\u03b1"", ""addr:housenumber"": ""141"", ""addr:postcode"": ""17672"", ""addr:street"": ""\u0395\u03bb\u03b5\u03c5\u03b8\u03b5\u03c1\u03af\u03bf\u03c5 \u0392\u03b5\u03bd\u03b9\u03b6\u03ad\u03bb\u03bf\u03c5"", ""brand"": ""Skechers"", ""brand:wikidata"": ""Q2945643"", ""name"": ""Skechers"", ""phone"": ""2110136528"", ""shop"": ""shoes"", ""website"": ""https://www.skechers.gr""}"
5600-5699,Clothing Stores,35,Cosmos Sport,cosmos sport,93,high,"website,phone,opening_hours,address,scheme_support",5,node,12041833903,39.3601942,22.9474548,https://www.cosmossport.gr/,+30 2811808808,Δημητριάδος 171 38221 Βόλος,"{""addr:city"": ""\u0392\u03cc\u03bb\u03bf\u03c2"", ""addr:housenumber"": ""171"", ""addr:postcode"": ""38221"", ""addr:street"": ""\u0394\u03b7\u03bc\u03b7\u03c4\u03c1\u03b9\u03ac\u03b4\u03bf\u03c2"", ""clothes"": ""women;men;children;sports"", ""name"": ""Cosmos Sport"", ""opening_hours"": ""Mo-Sa 09:00-21:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+30 2811808808"", ""shop"": ""clothes"", ""website"": ""https://www.cosmossport.gr/""}"
5600-5699,Clothing Stores,36,Teddy Kids,teddy kids,93,high,"website,phone,opening_hours,address,scheme_support",3,node,9468587548,40.2716847,22.5036633,https://www.teddykids.gr/,2351102368,Μεγάλου Αλεξάνδρου 52 601 33 Κατερίνη,"{""addr:city"": ""\u039a\u03b1\u03c4\u03b5\u03c1\u03af\u03bd\u03b7"", ""addr:housenumber"": ""52"", ""addr:postcode"": ""601 33"", ""addr:street"": ""\u039c\u03b5\u03b3\u03ac\u03bb\u03bf\u03c5 \u0391\u03bb\u03b5\u03be\u03ac\u03bd\u03b4\u03c1\u03bf\u03c5"", ""clothes"": ""children;fashion;babies;unisex"", ""description"": ""\u03a4\u03bf \u03ba\u03b1\u03c4\u03ac\u03c3\u03c4\u03b7\u03bc\u03b1 \ud83e\uddf8Teddy Kids \u03c3\u03c4\u03b7\u03bd \u03bf\u03b4\u03cc \u039c\u03b5\u03b3\u03ac\u03bb\u03bf\u03c5 \u0391\u03bb\u03b5\u03be\u03ac\u03bd\u03b4\u03c1\u03bf\u03c5 52 \u03c3\u03c4\u03b7\u03bd \u039a\u03b1\u03c4\u03b5\u03c1\u03af\u03bd\u03b7, \u03b4\u03b9\u03b1\u03b8\u03ad\u03c4\u03b5\u03b9 \u03bc\u03af\u03b1 \u03c4\u03b5\u03c1\u03ac\u03c3\u03c4\u03b9\u03b1 \u03c0\u03bf\u03b9\u03ba\u03b9\u03bb\u03af\u03b1 \u03c3\u03b5 \u03b5\u03c0\u03ce\u03bd\u03c5\u03bc\u03b1 \u03c0\u03b1\u03b9\u03b4\u03b9\u03ba\u03ac & \u03b2\u03c1\u03b5\u03c6\u03b9\u03ba\u03ac \u03c1\u03bf\u03cd\u03c7\u03b1 \u03b3\u03b9\u03b1 \u03b1\u03b3\u03cc\u03c1\u03b9\u03b1 & \u03ba\u03bf\u03c1\u03af\u03c4\u03c3\u03b9\u03b1 \u03b1\u03c0\u03cc 0-16 \u03b5\u03c4\u03ce\u03bd, \u03ba\u03b1\u03b8\u03ce\u03c2 \u03ba\u03b1\u03b9 \u03b2\u03b1\u03c0\u03c4\u03b9\u03c3\u03c4\u03b9\u03ba\u03ac \u03b5\u03af\u03b4\u03b7 \u03ba\u03b1\u03b9 \u03b5\u03af\u03b4\u03b7 \u03c0\u03c1\u03bf\u03af\u03ba\u03b1\u03c2 \u03bc\u03c9\u03c1\u03bf\u03cd!"", ""name"": ""Teddy Kids"", ""opening_hours"": ""Mo,We,Sa 09:00-14:30; Tu,Th,Fr 09:00-14:00, 17:00-21:00"", ""payment:cash"": ""yes"", ""payment:contactless"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""2351102368"", ""shop"": ""clothes"", ""website"": ""https://www.teddykids.gr/""}"
5600-5699,Clothing Stores,37,Olympic Stores - Γυναικεία Παπούτσι,olympic stores,93,high,"website,phone,opening_hours,address,scheme_support",2,node,9283094087,40.6421183,22.9360915,https://www.olympicstores.gr/oshoes/gynaikeia-papoutsia,2310519612,Ειρήνης 15 54630 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""15"", ""addr:postcode"": ""54630"", ""addr:street"": ""\u0395\u03b9\u03c1\u03ae\u03bd\u03b7\u03c2"", ""description"": ""\u03a4\u03bf \u03ba\u03b1\u03c4\u03ac\u03c3\u03c4\u03b7\u03bc\u03b1 \u03b3\u03c5\u03bd\u03b1\u03b9\u03ba\u03b5\u03af\u03c9\u03bd \u03c5\u03c0\u03bf\u03b4\u03b7\u03bc\u03ac\u03c4\u03c9\u03bd Olympic Stores \u03b4\u03b9\u03b1\u03b8\u03ad\u03c4\u03b5\u03b9 \u03bc\u03b5\u03b3\u03ac\u03bb\u03b7 \u03c0\u03bf\u03b9\u03ba\u03b9\u03bb\u03af\u03b1 \u03c3\u03b5 \u03b3\u03c5\u03bd\u03b1\u03b9\u03ba\u03b5\u03af\u03b1 \u03c0\u03b1\u03c0\u03bf\u03cd\u03c4\u03c3\u03b9\u03b1 \u03cc\u03c0\u03c9\u03c2 \u03b1\u03c1\u03b2\u03c5\u03bb\u03ac\u03ba\u03b9\u03b1, \u03bc\u03c0\u03cc\u03c4\u03b5\u03c2, \u03b3\u03cc\u03b2\u03b5\u03c2, sneakers \u03ba\u03b1\u03b9 \u03ac\u03bb\u03bb\u03b1 \u03c3\u03b5 \u03c7\u03b1\u03bc\u03b7\u03bb\u03ad\u03c2 \u03c4\u03b9\u03bc\u03ad\u03c2."", ""image"": ""https://www.olympicstores.gr/images/folder/general/eirinis-katastima.jpg"", ""name"": ""Olympic Stores - \u0393\u03c5\u03bd\u03b1\u03b9\u03ba\u03b5\u03af\u03b1 \u03a0\u03b1\u03c0\u03bf\u03cd\u03c4\u03c3\u03b9"", ""opening_hours"": ""Mo,We,Sa 09:00-17:00; Tu,Th,Fr 09:00-21:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""2310519612"", ""shop"": ""shoes"", ""website"": ""https://www.olympicstores.gr/oshoes/gynaikeia-papoutsia""}"
5600-5699,Clothing Stores,38,toRouxo.gr,torouxo gr,93,high,"operator,website,phone,address,corporate_name",1,node,7649568177,37.6317694,22.726999,https://www.torouxo.gr/,+30 2751 301612,Δαναού 39 21232 Άργος,"{""addr:city"": ""\u0386\u03c1\u03b3\u03bf\u03c2"", ""addr:housenumber"": ""39"", ""addr:postcode"": ""21232"", ""addr:street"": ""\u0394\u03b1\u03bd\u03b1\u03bf\u03cd"", ""level"": ""0"", ""name"": ""toRouxo.gr"", ""operator"": ""\u0399\u039c\u03a0\u03a1\u039f\u03a3 \u0399\u039a\u0395"", ""phone"": ""+30 2751 301612"", ""shop"": ""clothes"", ""website"": ""https://www.torouxo.gr/""}"
5600-5699,Clothing Stores,39,Topman,topman,93,high,"brand,website,phone,address",1,node,4320429842,37.9762903,23.7255307,https://www.topman.gr/,+30 21 03243208,Ηφαίστου 2 10555 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""10555"", ""addr:street"": ""\u0397\u03c6\u03b1\u03af\u03c3\u03c4\u03bf\u03c5"", ""brand"": ""Topman"", ""brand:wikidata"": ""Q1090880"", ""brand:wikipedia"": ""en:Topman"", ""clothes"": ""men"", ""description"": ""\u0395\u03b4\u03ce \u03b8\u03b1 \u03b2\u03c1\u03b5\u03af\u03c4\u03b5 :\u039a\u03b1\u03c1\u03c6\u03b9\u03ac/spikes -\u039c\u03c0\u03cc\u03c4\u03b5\u03c2/Boots ~Leather Jackets-Gothic Clothes -T-shirts -\u039a\u03b1\u03bb\u03bb\u03c5\u03bd\u03c4\u03b9\u03ba\u03ac/Cosmetics -Accessories"", ""level"": ""-1"", ""name"": ""Topman"", ""phone"": ""+30 21 03243208"", ""shop"": ""clothes"", ""website"": ""https://www.topman.gr/"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,40,Funky Buddha @Block62,funky buddha block62,93,high,"brand,website,phone,address",1,node,13149375248,40.9287462,24.3906534,https://www.funky-buddha.com/,2510247353,Τενέδου 28 65404 Καβάλα,"{""addr:city"": ""\u039a\u03b1\u03b2\u03ac\u03bb\u03b1"", ""addr:housenumber"": ""28"", ""addr:postcode"": ""65404"", ""addr:street"": ""\u03a4\u03b5\u03bd\u03ad\u03b4\u03bf\u03c5"", ""brand"": ""Funky Buddha"", ""brand:wikidata"": ""Q136038836"", ""clothes"": ""men;women"", ""name"": ""Funky Buddha @Block62"", ""phone"": ""2510247353"", ""shop"": ""clothes"", ""website"": ""https://www.funky-buddha.com/""}"
